date,iexId,isEnabled,name,symbol,type
2019-04-02,2,True,Agilent Technologies Inc.,A,cs
2019-04-02,12042,True,Alcoa Corporation,AA,cs
2019-04-02,14924,True,Perth Mint Physical Gold,AAAU,N/A
2019-04-02,7653,True,Altaba Inc.,AABA,cs
2019-04-02,9169,True,AAC Holdings Inc.,AAC,cs
2019-04-02,5,True,AdvisorShares Dorsey Wright ADR,AADR,et
2019-04-02,8148,True,American Airlines Group Inc.,AAL,cs
2019-04-02,7760,True,Altisource Asset Management Corp Com,AAMC,cs
2019-04-02,7,True,Atlantic American Corporation,AAME,cs
2019-04-02,8,True,Aaron's Inc.,AAN,cs
2019-04-02,7790,True,Applied Optoelectronics Inc.,AAOI,cs
2019-04-02,9,True,AAON Inc.,AAON,cs
2019-04-02,10,True,Advance Auto Parts Inc W/I,AAP,cs
2019-04-02,11,True,Apple Inc.,AAPL,cs
2019-04-02,12,True,American Assets Trust Inc.,AAT,cs
2019-04-02,13,True,Almaden Minerals Ltd.,AAU,cs
2019-04-02,15,True,Atlas Air Worldwide Holdings,AAWW,cs
2019-04-02,16,True,iShares MSCI All Country Asia ex Japan Index Fund,AAXJ,et
2019-04-02,6667,True,Axon Enterprise Inc.,AAXN,cs
2019-04-02,17,True,AllianceBernstein Holding L.P. Units,AB,cs
2019-04-02,19,True,ABB Ltd,ABB,cs
2019-04-02,20,True,AbbVie Inc.,ABBV,cs
2019-04-02,21,True,AmerisourceBergen Corporation,ABC,cs
2019-04-02,22,True,Ameris Bancorp,ABCB,cs
2019-04-02,8607,True,Alcentra Capital Corp.,ABDC,cs
2019-04-02,9600,True,Abeona Therapeutics Inc.,ABEO,cs
2019-04-02,9607,True,,ABEOW,N/A
2019-04-02,36,True,Ambev S.A. American Depositary Shares (Each representing 1),ABEV,cs
2019-04-02,26,True,Asbury Automotive Group Inc,ABG,cs
2019-04-02,10960,True,Ability Inc.,ABIL,cs
2019-04-02,28,True,ARCA biopharma Inc.,ABIO,cs
2019-04-02,29,True,ABM Industries Incorporated,ABM,cs
2019-04-02,30,True,ABIOMED Inc.,ABMD,cs
2019-04-02,31,True,Arbor Realty Trust,ABR,cs
2019-04-02,32,True,Arbor Realty Trust Preferred Series A,ABR-A,ps
2019-04-02,33,True,Arbor Realty Trust Cumulative Redeemable Preferred Series B,ABR-B,ps
2019-04-02,8310,True,Arbor Realty Trust Cumulative Redeemable Preferred Series C,ABR-C,ps
2019-04-02,34,True,Abbott Laboratories,ABT,cs
2019-04-02,10446,True,Allegiance Bancshares Inc.,ABTX,cs
2019-04-02,6816,True,Arbutus Biopharma Corporation,ABUS,cs
2019-04-02,10827,True,Associated Capital Group Inc.,AC,cs
2019-04-02,15144,True,Arcosa Inc.,ACA,cs
2019-04-02,41,True,ACADIA Pharmaceuticals Inc.,ACAD,cs
2019-04-02,15369,True,Acamar Partners Acquisition Corp. Units,ACAMU,su
2019-04-02,15169,True,Aurora Cannabis Inc.,ACB,cs
2019-04-02,10459,True,Atlantic Capital Bancshares Inc.,ACBI,cs
2019-04-02,44,True,American Campus Communities Inc,ACC,cs
2019-04-02,46,True,Acco Brands Corporation,ACCO,cs
2019-04-02,5176,True,Acer Therapeutics Inc.,ACER,cs
2019-04-02,14783,True,ALPS Clean Energy,ACES,N/A
2019-04-02,49,True,Aceto Corporation,ACET,cs
2019-04-02,53,True,Arch Capital Group Ltd.,ACGL,cs
2019-04-02,14574,True,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,ACGLO,ps
2019-04-02,14575,True,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,ACGLP,ps
2019-04-02,54,True,Aluminum Corporation of China Limited American Depositary Shares,ACH,cs
2019-04-02,55,True,Acadia Healthcare Company Inc.,ACHC,cs
2019-04-02,56,True,Achillion Pharmaceuticals Inc.,ACHN,cs
2019-04-02,5116,True,Achieve Life Sciences Inc.,ACHV,cs
2019-04-02,10954,True,Acacia Communications Inc.,ACIA,cs
2019-04-02,58,True,SPDR MSCI ACWI IMI,ACIM,et
2019-04-02,11879,True,AC Immune SA,ACIU,cs
2019-04-02,59,True,ACI Worldwide Inc.,ACIW,cs
2019-04-02,60,True,Axcelis Technologies Inc.,ACLS,cs
2019-04-02,61,True,AECOM,ACM,cs
2019-04-02,13392,True,ACM Research Inc.,ACMR,cs
2019-04-02,63,True,Accenture plc Class A (Ireland),ACN,cs
2019-04-02,64,True,ACNB Corporation,ACNB,cs
2019-04-02,66,True,Acorda Therapeutics Inc.,ACOR,cs
2019-04-02,67,True,Aberdeen Income Credit Strategies Fund,ACP,cs
2019-04-02,69,True,Ares Commercial Real Estate Corporation,ACRE,cs
2019-04-02,10410,True,Aclaris Therapeutics Inc.,ACRS,cs
2019-04-02,70,True,AcelRx Pharmaceuticals Inc.,ACRX,cs
2019-04-02,15284,True,Xtrackers MSCI ACWI ex USA ESG Leaders Equity,ACSG,N/A
2019-04-02,12028,True,American Customer Satisfaction,ACSI,N/A
2019-04-02,71,True,Acasti Pharma Inc.,ACST,cs
2019-04-02,13895,True,AdvisorShares Vice ETF,ACT,N/A
2019-04-02,73,True,Acacia Research Corporation,ACTG,cs
2019-04-02,76,True,Acme United Corporation.,ACU,cs
2019-04-02,10012,True,AllianzGI Diversified Income & Convertible Fund of Beneficial Interest,ACV,cs
2019-04-02,9946,True,iShares Edge MSCI Multifactor Global,ACWF,N/A
2019-04-02,79,True,iShares MSCI ACWI Index Fund,ACWI,et
2019-04-02,80,True,iShares Edge MSCI Min Vol Global,ACWV,et
2019-04-02,81,True,iShares MSCI ACWI Ex US Index Fund,ACWX,et
2019-04-02,83,True,AeroCentury Corp.,ACY,cs
2019-04-02,9962,True,Adaptimmune Therapeutics plc,ADAP,cs
2019-04-02,85,True,Adobe Inc.,ADBE,cs
2019-04-02,86,True,Agree Realty Corporation,ADC,cs
2019-04-02,89,True,Advanced Emissions Solutions Inc.,ADES,cs
2019-04-02,93,True,Analog Devices Inc.,ADI,cs
2019-04-02,13359,True,Adial Pharmaceuticals Inc,ADIL,cs
2019-04-02,14873,True,Adial Pharmaceuticals Inc Warrant,ADILW,N/A
2019-04-02,96,True,Archer-Daniels-Midland Company,ADM,cs
2019-04-02,9483,True,ADMA Biologics Inc,ADMA,cs
2019-04-02,8158,True,Adamis Pharmaceuticals Corporation,ADMP,cs
2019-04-02,8476,True,Adamas Pharmaceuticals Inc.,ADMS,cs
2019-04-02,11802,True,Adient plc,ADNT,cs
2019-04-02,13022,True,ADOMANI Inc.,ADOM,cs
2019-04-02,98,True,Automatic Data Processing Inc.,ADP,cs
2019-04-02,99,True,Invesco BLDRS Asia 50 ADR Index Fund,ADRA,et
2019-04-02,100,True,Invesco BLDRS Developed Markets 100 ADR Index Fund,ADRD,et
2019-04-02,101,True,Invesco BLDRS Emerging Markets 50 ADR Index Fund,ADRE,et
2019-04-02,9823,True,Aduro Biotech Inc.,ADRO,cs
2019-04-02,102,True,Invesco BLDRS Europe Select ADR Index Fund,ADRU,et
2019-04-02,103,True,Alliance Data Systems Corporation,ADS,cs
2019-04-02,104,True,Autodesk Inc.,ADSK,cs
2019-04-02,10650,True,Advanced Disposal Services Inc.,ADSW,cs
2019-04-02,13952,True,ADT Inc.,ADT,cs
2019-04-02,106,True,ADTRAN Inc.,ADTN,cs
2019-04-02,107,True,Addus HomeCare Corporation,ADUS,cs
2019-04-02,8910,True,Adverum Biotechnologies Inc.,ADVM,cs
2019-04-02,109,True,Adams Diversified Equity Fund Inc.,ADX,cs
2019-04-02,8016,True,Advaxis Inc.,ADXS,cs
2019-04-02,111,True,Adams Resources & Energy Inc.,AE,cs
2019-04-02,14576,True,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),AEB,bo
2019-04-02,14577,True,AEGON N.V. Perp. Cap. Securities (Netherlands),AED,bo
2019-04-02,113,True,Ameren Corporation,AEE,cs
2019-04-02,1193,True,Aberdeen Emerging Markets Equity Income Fund Inc.,AEF,cs
2019-04-02,114,True,AEGON N.V.,AEG,cs
2019-04-02,115,True,Aegion Corp,AEGN,cs
2019-04-02,14578,True,AEGON N.V. Perp. Cap Secs.,AEH,bo
2019-04-02,117,True,Aehr Test Systems,AEHR,cs
2019-04-02,118,True,Advanced Energy Industries Inc.,AEIS,cs
2019-04-02,119,True,American Equity Investment Life Holding Company,AEL,cs
2019-04-02,120,True,Agnico Eagle Mines Limited,AEM,cs
2019-04-02,10300,True,Aethlon Medical Inc.,AEMD,cs
2019-04-02,121,True,American Eagle Outfitters Inc.,AEO,cs
2019-04-02,122,True,American Electric Power Company Inc.,AEP,cs
2019-04-02,15553,True,American Electric Power Company Inc. Corporate Unit,AEP-B,su
2019-04-02,124,True,AerCap Holdings N.V.,AER,cs
2019-04-02,8039,True,Aerie Pharmaceuticals Inc.,AERI,cs
2019-04-02,126,True,The AES Corporation,AES,cs
2019-04-02,129,True,American Electric Technologies Inc.,AETI,cs
2019-04-02,130,True,ADDvantage Technologies Group Inc.,AEY,cs
2019-04-02,14982,True,AudioEye Inc.,AEYE,cs
2019-04-02,131,True,Aeterna Zentaris Inc.,AEZS,cs
2019-04-02,136,True,AllianceBernstein National Municipal Income Fund Inc,AFB,cs
2019-04-02,137,True,Allied Capital Corporation 6.875% Notes due April 15 2047,AFC,bo
2019-04-02,141,True,American Financial Group Inc.,AFG,cs
2019-04-02,15537,True,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,AFGB,N/A
2019-04-02,9316,True,,AFGE,N/A
2019-04-02,10869,True,,AFGH,N/A
2019-04-02,142,True,Atlas Financial Holdings Inc.,AFH,cs
2019-04-02,14579,True,Atlas Financial Holdings Inc. 6.625% Senior Unsecured Notes Due 2022,AFHBL,N/A
2019-04-02,11150,True,Armstrong Flooring Inc.,AFI,cs
2019-04-02,15025,True,Anfield Universal Fixed Income,AFIF,N/A
2019-04-02,14844,True,American Finance Trust Inc.,AFIN,cs
2019-04-02,15563,True,American Finance Trust Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock,AFINP,ps
2019-04-02,143,True,VanEck Vectors-Africa Index,AFK,et
2019-04-02,144,True,AFLAC Incorporated,AFL,cs
2019-04-02,8902,True,Affimed N.V.,AFMD,cs
2019-04-02,152,True,Apollo Senior Floating Rate Fund Inc.,AFT,cs
2019-04-02,9810,True,CSOP FTSE China A50,AFTY,N/A
2019-04-02,154,True,First Majestic Silver Corp. (Canada),AG,cs
2019-04-02,157,True,AGCO Corporation,AGCO,cs
2019-04-02,158,True,Aberdeen Global Dynamic Dividend Fund,AGD,cs
2019-04-02,15189,True,AgeX Therapeutics Inc.,AGE,cs
2019-04-02,160,True,Agenus Inc.,AGEN,cs
2019-04-02,161,True,DB Agriculture Long ETN due April 1 2038,AGF,et
2019-04-02,8522,True,AgroFresh Solutions Inc.,AGFS,cs
2019-04-02,8533,True,AgroFresh Solutions Inc. Warrants,AGFSW,N/A
2019-04-02,162,True,iShares Core U.S. Aggregate Bond,AGG,et
2019-04-02,11327,True,IQ Enhanced Core Bond U.S.,AGGE,N/A
2019-04-02,11328,True,IQ Enhanced Core Plus Bond U.S.,AGGP,N/A
2019-04-02,10278,True,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,AGGY,N/A
2019-04-02,10266,True,Alamos Gold Inc. Class A,AGI,cs
2019-04-02,166,True,Agios Pharmaceuticals Inc.,AGIO,cs
2019-04-02,11213,True,Aeglea BioTherapeutics Inc.,AGLE,cs
2019-04-02,168,True,Federal Agricultural Mortgage Corporation,AGM,cs
2019-04-02,169,True,Federal Agricultural Mortgage Corporation 5.875% Non-CUmulative Preferred Stock Series A,AGM-A,ps
2019-04-02,8508,True,Federal Agricultural Mortgage Corporation Non Cumulative Preferred Stock Series B,AGM-B,ps
2019-04-02,8903,True,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,AGM-C,ps
2019-04-02,170,True,Federal Agricultural Mortgage Corporation,AGM.A,cs
2019-04-02,12923,True,AGM Group Holdings Inc.,AGMH,cs
2019-04-02,72,True,Allergan plc,AGN,cs
2019-04-02,172,True,AGNC Investment Corp.,AGNC,cs
2019-04-02,8623,True,AGNC Investment Corp. Depositary Shares representing 1/1000th Series B Preferred Stock,AGNCB,ps
2019-04-02,15490,True,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,AGNCM,ps
2019-04-02,13319,True,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferre,AGNCN,ps
2019-04-02,8169,True,WisdomTree Barclays U.S. Aggregate Bond Negative D,AGND,N/A
2019-04-02,174,True,Assured Guaranty Ltd.,AGO,cs
2019-04-02,175,True,Assured Guaranty Ltd.,AGO-B,N/A
2019-04-02,176,True,Assured Guaranty Ltd.,AGO-E,N/A
2019-04-02,177,True,Assured Guaranty Ltd.,AGO-F,N/A
2019-04-02,179,True,ProShares Ultra Silver,AGQ,et
2019-04-02,10927,True,Avangrid Inc.,AGR,cs
2019-04-02,180,True,Adecoagro S.A.,AGRO,cs
2019-04-02,8646,True,Agile Therapeutics Inc.,AGRX,cs
2019-04-02,13933,True,PlayAGS Inc.,AGS,cs
2019-04-02,12812,True,iShares MSCI Argentina and Global Exposure,AGT,N/A
2019-04-02,8331,True,Applied Genetic Technologies Corporation,AGTC,cs
2019-04-02,182,True,Argan Inc.,AGX,cs
2019-04-02,183,True,Agilysys Inc.,AGYS,cs
2019-04-02,184,True,iShares Agency Bond,AGZ,et
2019-04-02,8170,True,WisdomTree Barclays U.S. Aggregate Bond Zero Durat,AGZD,N/A
2019-04-02,187,True,A.H. Belo Corporation (TX),AHC,cs
2019-04-02,189,True,Armada Hoffler Properties Inc.,AHH,cs
2019-04-02,14580,True,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,AHL-C,ps
2019-04-02,14581,True,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,AHL-D,ps
2019-04-02,191,True,Allied Healthcare Products Inc.,AHPI,cs
2019-04-02,193,True,Ashford Hospitality Trust Inc,AHT,cs
2019-04-02,195,True,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,AHT-D,ps
2019-04-02,11628,True,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,AHT-F,ps
2019-04-02,12003,True,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,AHT-G,ps
2019-04-02,13325,True,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,AHT-H,ps
2019-04-02,13823,True,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,AHT-I,ps
2019-04-02,198,True,Arlington Asset Investment Corp Class A (new),AI,cs
2019-04-02,12907,True,Arlington Asset Investment Corp 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock,AI-B,ps
2019-04-02,15520,True,Arlington Asset Investment Corp 8.250% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,AI-C,ps
2019-04-02,199,True,iShares Asia 50 ETF,AIA,et
2019-04-02,9861,True,,AIC,N/A
2019-04-02,13582,True,AI Powered Equity,AIEQ,N/A
2019-04-02,201,True,Apollo Tactical Income Fund Inc.,AIF,cs
2019-04-02,202,True,American International Group Inc.,AIG,cs
2019-04-02,7912,True,American International Group Inc. Warrant expiring January 19 2021,AIG+,N/A
2019-04-02,15524,True,American International Group Inc. Depositary Shares Series A,AIG-A,ps
2019-04-02,13684,True,Senmiao Technology Limited,AIHS,cs
2019-04-02,14714,True,AI Powered International Equity,AIIQ,N/A
2019-04-02,203,True,Altra Industrial Motion Corp.,AIMC,cs
2019-04-02,10269,True,Aimmune Therapeutics Inc.,AIMT,cs
2019-04-02,204,True,Albany International Corporation,AIN,cs
2019-04-02,9471,True,Ashford Inc. (Holding Company),AINC,cs
2019-04-02,205,True,Apollo Investment Corporation,AINV,cs
2019-04-02,9594,True,Precision Therapeutics Inc.,AIPT,cs
2019-04-02,14539,True,Global X Future Analytics Tech ETF,AIQ,N/A
2019-04-02,207,True,AAR Corp.,AIR,cs
2019-04-02,11671,True,Airgain Inc.,AIRG,cs
2019-04-02,208,True,Air Industries Group,AIRI,cs
2019-04-02,8334,True,First Trust RBA American Industrial Renaissance ET,AIRR,N/A
2019-04-02,210,True,Air T Inc.,AIRT,cs
2019-04-02,211,True,Applied Industrial Technologies Inc.,AIT,cs
2019-04-02,212,True,Apartment Investment and Management Company,AIV,cs
2019-04-02,8656,True,Apartment Investment and Management Company Preferred Series Class A,AIV-A,ps
2019-04-02,214,True,Arlington Asset Investment Corp 6.625% Notes due 2023,AIW,N/A
2019-04-02,216,True,Apollo Investment Corporation 6.875% Senior Notes due 2043,AIY,N/A
2019-04-02,217,True,Assurant Inc.,AIZ,cs
2019-04-02,14256,True,Assurant Inc. 6.50% Series D Mandatory Convertible Preferred Stock $1.00 par value,AIZP,ps
2019-04-02,219,True,Arthur J. Gallagher & Co.,AJG,cs
2019-04-02,3085,True,Aerojet Rocketdyne Holdings Inc.,AJRD,cs
2019-04-02,9721,True,Great Ajax Corp.,AJX,cs
2019-04-02,12830,True,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,AJXA,N/A
2019-04-02,220,True,Akamai Technologies Inc.,AKAM,cs
2019-04-02,8311,True,Achaogen Inc.,AKAO,cs
2019-04-02,8337,True,Akebia Therapeutics Inc.,AKBA,cs
2019-04-02,13082,True,Akcea Therapeutics Inc.,AKCA,cs
2019-04-02,8225,True,Akers Biosciences Inc.,AKER,cs
2019-04-02,221,True,Asanko Gold Inc.,AKG,cs
2019-04-02,222,True,Embotelladora Andina S.A.,AKO.A,cs
2019-04-02,223,True,Embotelladora Andina S.A.,AKO.B,cs
2019-04-02,224,True,Alliance California Municipal Income Fund Inc,AKP,cs
2019-04-02,225,True,Acadia Realty Trust,AKR,cs
2019-04-02,226,True,Akorn Inc.,AKRX,cs
2019-04-02,227,True,AK Steel Holding Corporation,AKS,cs
2019-04-02,12461,True,Akoustis Technologies Inc.,AKTS,cs
2019-04-02,8249,True,Akari Therapeutics Plc,AKTX,cs
2019-04-02,228,True,Air Lease Corporation Class A,AL,cs
2019-04-02,15495,True,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,AL-A,ps
2019-04-02,15243,True,Alberton Acquisition Corporation,ALAC,cs
2019-04-02,15244,True,Alberton Acquisition Corporation Rights,ALACR,N/A
2019-04-02,15155,True,Alberton Acquisition Corporation Unit,ALACU,su
2019-04-02,15252,True,Alberton Acquisition Corporation Warrant,ALACW,N/A
2019-04-02,229,True,Albemarle Corporation,ALB,cs
2019-04-02,752,True,Albireo Pharma Inc.,ALBO,cs
2019-04-02,230,True,Alico Inc.,ALCO,cs
2019-04-02,8477,True,Alder BioPharmaceuticals Inc.,ALDR,cs
2019-04-02,8338,True,Aldeyra Therapeutics Inc.,ALDX,cs
2019-04-02,234,True,Allete Inc.,ALE,cs
2019-04-02,15365,True,Alector Inc.,ALEC,cs
2019-04-02,13761,True,Alexander & Baldwin Inc. REIT Holding Company,ALEX,cs
2019-04-02,236,True,AlphaClone Alternative Alpha,ALFA,et
2019-04-02,237,True,Alamo Group Inc.,ALG,cs
2019-04-02,238,True,Align Technology Inc.,ALGN,cs
2019-04-02,14916,True,Allegro Merger Corp.,ALGR,cs
2019-04-02,14917,True,Allegro Merger Corp. Right,ALGRR,N/A
2019-04-02,14793,True,Allegro Merger Corp. Unit,ALGRU,su
2019-04-02,14922,True,Allegro Merger Corp. Warrant,ALGRW,N/A
2019-04-02,239,True,Allegiant Travel Company,ALGT,cs
2019-04-02,240,True,Alimera Sciences Inc.,ALIM,cs
2019-04-02,15449,True,Alight Inc - Ordinary Shares Cls A,ALIT,cs
2019-04-02,11361,True,ALJ Regional Holdings Inc.,ALJJ,cs
2019-04-02,242,True,Alaska Air Group Inc.,ALK,cs
2019-04-02,243,True,Alkermes plc,ALKS,cs
2019-04-02,244,True,Allstate Corporation (The),ALL,cs
2019-04-02,245,True,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,ALL-A,ps
2019-04-02,246,True,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,ALL-B,ps
2019-04-02,8185,True,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,ALL-D,ps
2019-04-02,8323,True,Allstate Corporation Depositary Shares Series E,ALL-E,ps
2019-04-02,8857,True,Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd,ALL-F,ps
2019-04-02,14338,True,Allstate Corporation (The) Depositary Shares Series G,ALL-G,ps
2019-04-02,8103,True,Allegion plc,ALLE,cs
2019-04-02,14771,True,Allakos Inc.,ALLK,cs
2019-04-02,15031,True,Allogene Therapeutics Inc.,ALLO,cs
2019-04-02,248,True,Allot Ltd.,ALLT,cs
2019-04-02,249,True,Ally Financial Inc.,ALLY,cs
2019-04-02,250,True,GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities Series 2,ALLY-A,ps
2019-04-02,13516,True,Allena Pharmaceuticals Inc.,ALNA,cs
2019-04-02,253,True,Alnylam Pharmaceuticals Inc.,ALNY,cs
2019-04-02,6763,True,Alio Gold Inc. (Canada),ALO,cs
2019-04-02,255,True,AstroNova Inc.,ALOT,cs
2019-04-02,13373,True,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),ALP-Q,ps
2019-04-02,9991,True,Alpine Immune Sciences Inc.,ALPN,cs
2019-04-02,8244,True,Alliqua BioMedical Inc.,ALQA,cs
2019-04-02,10122,True,Alarm.com Holdings Inc.,ALRM,cs
2019-04-02,13041,True,Aileron Therapeutics Inc.,ALRN,cs
2019-04-02,261,True,Alaska Communications Systems Group Inc.,ALSK,cs
2019-04-02,262,True,Allison Transmission Holdings Inc.,ALSN,cs
2019-04-02,5433,True,Altimmune Inc.,ALT,cs
2019-04-02,12823,True,Altus Midstream Company,ALTM,cs
2019-04-02,13622,True,Altair Engineering Inc.,ALTR,cs
2019-04-02,9353,True,ProShares Morningstar Alternatives Solution,ALTS,N/A
2019-04-02,10294,True,Global X SuperDividend Alternatives ETF,ALTY,N/A
2019-04-02,268,True,Autoliv Inc.,ALV,cs
2019-04-02,270,True,Alexander's Inc.,ALX,cs
2019-04-02,272,True,Alexion Pharmaceuticals Inc.,ALXN,cs
2019-04-02,15197,True,Alithya Group inc.,ALYA,cs
2019-04-02,12806,True,Antero Midstream Corporation,AM,cs
2019-04-02,274,True,AMAG Pharmaceuticals Inc.,AMAG,cs
2019-04-02,14911,True,Amalgamated Bank,AMAL,cs
2019-04-02,276,True,Applied Materials Inc.,AMAT,cs
2019-04-02,277,True,Ambarella Inc.,AMBA,cs
2019-04-02,278,True,Ambac Financial Group Inc.,AMBC,cs
2019-04-02,7913,True,Ambac Financial Group Inc. Warrants,AMBCW,N/A
2019-04-02,280,True,Ambow Education Holding Ltd. American Depository Shares each representing two Class A,AMBO,cs
2019-04-02,8303,True,Amber Road Inc.,AMBR,cs
2019-04-02,7817,True,AMC Entertainment Holdings Inc. Class A,AMC,cs
2019-04-02,13234,True,iShares Russell 1000 Pure U.S. Revenue ETF,AMCA,N/A
2019-04-02,15181,True,AMCI Acquisition Corp.,AMCI,cs
2019-04-02,15176,True,AMCI Acquisition Corp. Unit,AMCIU,su
2019-04-02,15337,True,AMCI Acquisition Corp. Warrant,AMCIW,N/A
2019-04-02,284,True,AirMedia Group Inc,AMCN,cs
2019-04-02,286,True,AMC Networks Inc.,AMCX,cs
2019-04-02,287,True,Advanced Micro Devices Inc.,AMD,cs
2019-04-02,288,True,AMETEK Inc.,AME,cs
2019-04-02,289,True,Amedisys Inc,AMED,cs
2019-04-02,10065,True,Apollo Medical Holdings Inc.,AMEH,cs
2019-04-02,290,True,Affiliated Managers Group Inc.,AMG,cs
2019-04-02,291,True,Amgen Inc.,AMGN,cs
2019-04-02,292,True,American Homes 4 Rent of Beneficial Interest,AMH,cs
2019-04-02,11410,True,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,AMH-D,ps
2019-04-02,11558,True,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,AMH-E,ps
2019-04-02,12831,True,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,AMH-F,ps
2019-04-02,13160,True,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,AMH-G,ps
2019-04-02,15069,True,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,AMH-H,ps
2019-04-02,294,True,American Midstream Partners LP representing Limited Partner Interests,AMID,cs
2019-04-02,295,True,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,AMJ,et
2019-04-02,11385,True,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16 2036,AMJL,N/A
2019-04-02,296,True,Amkor Technology Inc.,AMKR,cs
2019-04-02,297,True,Alerian MLP,AMLP,et
2019-04-02,192,True,AMN Healthcare Services Inc,AMN,cs
2019-04-02,298,True,American National Bankshares Inc.,AMNB,cs
2019-04-02,299,True,Allied Motion Technologies Inc.,AMOT,cs
2019-04-02,300,True,America Movil S.A.B. de C.V. Class An Depositary Shares,AMOV,cs
2019-04-02,301,True,Ameriprise Financial Inc.,AMP,cs
2019-04-02,303,True,Ampio Pharmaceuticals Inc.,AMPE,cs
2019-04-02,8866,True,Amphastar Pharmaceuticals Inc.,AMPH,cs
2019-04-02,12836,True,Alta Mesa Resources Inc.,AMR,cs
2019-04-02,305,True,American River Bankshares,AMRB,cs
2019-04-02,306,True,Ameresco Inc. Class A,AMRC,cs
2019-04-02,13805,True,Ameri Holdings Inc.,AMRH,cs
2019-04-02,13762,True,Ameri Holdings Inc. Warrant,AMRHW,N/A
2019-04-02,8339,True,A-Mark Precious Metals Inc.,AMRK,cs
2019-04-02,309,True,Amarin Corporation plc,AMRN,cs
2019-04-02,310,True,Amyris Inc.,AMRS,cs
2019-04-02,12852,True,Alta Mesa Resources Inc. Warrant,AMRWW,N/A
2019-04-02,13988,True,Amneal Pharmaceuticals Inc. Class A,AMRX,cs
2019-04-02,311,True,American Shared Hospital Services,AMS,cs
2019-04-02,312,True,American Superconductor Corporation,AMSC,cs
2019-04-02,313,True,AMERISAFE Inc.,AMSF,cs
2019-04-02,315,True,American Software Inc. Class A Common Stock,AMSWA,cs
2019-04-02,316,True,American Tower Corporation (REIT),AMT,cs
2019-04-02,14919,True,Mercantil Bank Holding Corporation,AMTB,cs
2019-04-02,14920,True,Mercantil Bank Holding Corporation Class B Common Stock,AMTBB,cs
2019-04-02,317,True,TD Ameritrade Holding Corporation,AMTD,cs
2019-04-02,8700,True,Aemetis Inc,AMTX,cs
2019-04-02,320,True,ETRACS Alerian MLP Index ETN,AMU,N/A
2019-04-02,10675,True,ETRACS Alerian MLP Index ETN Series B due July 18 2042,AMUB,N/A
2019-04-02,321,True,American Woodmark Corporation,AMWD,cs
2019-04-02,322,True,America Movil S.A.B. de C.V.n Depository Receipt Series L,AMX,cs
2019-04-02,9338,True,InfraCap MLP,AMZA,N/A
2019-04-02,323,True,Amazon.com Inc.,AMZN,cs
2019-04-02,324,True,AutoNation Inc.,AN,cs
2019-04-02,10495,True,AnaptysBio Inc.,ANAB,cs
2019-04-02,327,True,American National Insurance Company,ANAT,cs
